Record_Number,LSN,Type,Type_ID,Length,Space_ID,Page_No,Table_ID,Group,Data_Preview,Data_Length
1623,69641,MLOG_1BYTE,1,7,0,0,0,18,offset=24349 value=0x19000600,29
1624,69694,UNKNOWN_MLOG_5,5,52,0,0,0,18,offset=80 len=47 str='x$statements_with_sorting',48
1625,69765,MLOG_ZIP_PAGE_COMPRESS,51,69,0,0,0,18,offset=0 badlen=0 data=x$statements_with_temp_tables|x$use,58
1626,69787,MLOG_1BYTE,1,7,0,0,0,18,offset=24365 value=0x19000600,29
1627,69794,MLOG_4BYTES,4,7,0,0,0,18,offset=26629 value=0x2f00,25
1628,69806,MLOG_4BYTES,4,7,0,0,0,18,offset=9336 value=0x72657375,28
1629,69838,MLOG_1BYTE,1,7,0,0,0,18,offset=26917 value=0x1e000600,29
1630,69896,UNKNOWN_MLOG_5,5,57,0,0,0,18,offset=112 len=52 str='x$user_summary_by_file_io_type',54
1631,69967,MLOG_COMP_PAGE_REORGANIZE_8027,46,69,0,0,0,18,offset=0 badlen=0 data=x$user_summary_by_stages|x$user_sum,58
1632,70005,MLOG_1BYTE,1,7,0,0,0,18,offset=27945 value=0x20000600,29
1633,70012,MLOG_4BYTES,4,7,0,0,0,18,offset=34821 value=0x3600,25
1634,70024,MLOG_4BYTES,4,7,0,0,0,18,offset=9336 value=0x72657375,28
1635,70063,MLOG_1BYTE,1,7,0,0,0,18,offset=29991 value=0x24000600,29
1636,70127,UNKNOWN_MLOG_5,5,63,0,0,0,18,offset=144 len=58 str='x$wait_classes_global_by_avg_l...',57
1637,70410,MLOG_8BYTES,8,7,0,0,0,18,offset=65275 value=0x380054,27
1638,70481,UNKNOWN_MLOG_7,7,69,0,0,0,18,offset=17163 badlen=65275 hex=5401010003000380000008800822af030007206c1f08fbfe550038000000070b43fbfe...,158
1639,70550,MLOG_REC_SEC_DELETE_MARK,11,69,0,0,0,18,offset=64323 badlen=22270 hex=0101000200020008800819ec030006156c1f08fbfe570038000000070b43fbfe570101...,158
1640,70559,MLOG_1BYTE,1,7,0,0,0,18,offset=1 value=0x80020002,25
1641,70566,MLOG_1BYTE,1,7,0,0,0,18,offset=2176 value=0x33b14,25
1642,70635,UNKNOWN_MLOG_5,5,69,0,0,0,18,offset=27661 badlen=2079 hex=fbfe5a0038000000070b43fbfe5a010100020002000880080e760300060d6c1f08fbfe5...,157
1643,70640,MLOG_MULTI_REC_END,31,5,0,0,0,18,offset=64264 len=23806,22
1644,70698,MLOG_2BYTES,2,7,0,0,0,19,offset=3072 value=0x80c010b,27
1645,70721,MLOG_LIST_START_DELETE_8027,16,17,0,0,0,19,offset=15963 len=12 hex=02905b43fbfe81d701010022,48
1646,70729,MLOG_1BYTE,1,7,0,0,0,19,offset=2176 value=0x7800680,27
1647,70737,MLOG_8BYTES,8,7,0,0,0,19,offset=128 value=0x1800480,26
1648,70745,MLOG_1BYTE,1,7,0,0,0,19,offset=256 value=0x4000100,26
1649,70753,MLOG_4BYTES,4,7,0,0,0,19,offset=1024 value=0x8000400,27
1650,70761,MLOG_1BYTE,1,7,0,0,0,19,offset=65407 value=0xff7fff7f,29
1651,70771,MLOG_1BYTE,1,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1652,70781,MLOG_1BYTE,1,7,0,0,0,19,offset=65407 value=0x180ff7f,28
1653,70791,MLOG_4BYTES,4,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1654,70799,UNKNOWN_MLOG_5,5,8,0,0,0,19,offset=33220 len=3 hex=0d0006,29
1655,70868,MLOG_LIST_END_COPY_CREATED_8027,17,69,0,0,0,19,offset=2063 badlen=13831 data=lFILE_ID,38
1656,70955,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,19,offset=8292 badlen=26223 data= the file.|interval_count=0;|bigint,65
1657,70963,MLOG_8BYTES,8,7,0,0,0,19,offset=24 value=0x6003b,23
1658,71032,UNKNOWN_MLOG_7,7,69,0,0,0,19,offset=1280 badlen=59368 data=lFILE_ID,38
1659,71039,MLOG_1BYTE,1,7,0,0,0,19,offset=0 value=0x0,18
1660,71108,MLOG_LIST_START_DELETE_8027,16,69,0,0,0,19,offset=8027 badlen=64264 hex=fe819e0038000000070b43fbfe819e0101000200020008800832ae030006155b1f08fbf...,157
1661,71152,UNKNOWN_MLOG_6,6,44,0,0,0,19,offset=23309 badlen=37919 hex=fbee8102000c0b020c08000000000000105c3e0c0002905c43fbfe81d7010100220001...,108
1662,71463,UNKNOWN_MLOG_7,7,69,0,0,0,19,offset=8296 badlen=64257 hex=fe0001cc80fa04fbfe0221fa1a3bfbfe81d902fbfe81d900181801fbfe81d900260004f...,157
1663,71471,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x4400d981,29
1664,71480,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x4800d981,29
1665,71488,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x4a00d981,29
1666,71497,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x4e00d981,29
1667,71505,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5000d981,29
1668,71513,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5400d981,29
1669,71522,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5800d981,29
1670,71530,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5a00d981,29
1671,71539,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5e00d981,29
1672,71547,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x6000d981,29
1673,71556,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x6400d981,29
1674,71564,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x6600d981,29
1675,71573,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x6a00d981,29
1676,71581,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x6c00d981,29
1677,71589,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x7000d981,29
1678,71598,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x7400d981,29
1679,71606,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x7600d981,29
1680,71615,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x7a00d981,29
1681,71664,MLOG_WRITE_STRING,30,48,0,0,0,19,offset=65275 badlen=55681 hex=007c000600000000000004fbfe81d900880004fbfe81d90090fbff02fbfe81d9009400...,116
1682,71688,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5800d981,29
1683,71696,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5a00d981,29
1684,71705,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5e00d981,29
1685,71713,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x6000d981,29
1686,71722,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x6400d981,29
1687,71730,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x6600d981,29
1688,71739,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x6a00d981,29
1689,71747,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5000d981,29
1690,71754,MLOG_1BYTE,1,7,0,0,0,19,offset=64260 value=0xd981fe,27
1691,71764,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xa000d981,29
1692,71772,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xa200d981,29
1693,71781,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xa600d981,29
1694,71789,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xa800d981,29
1695,71797,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xac00d981,29
1696,71806,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xb000d981,29
1697,71814,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xb200d981,29
1698,71823,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xb600d981,29
1699,71893,MLOG_WRITE_STRING,30,69,0,0,0,19,offset=65275 badlen=55681 hex=00b8000600000000000004fbfe81d900c40004fbfe81d900ccfbff02fbfe81d900d000...,158
1700,71905,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5a00d981,29
1701,71914,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5e00d981,29
1702,71923,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x6600d981,29
1703,71932,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x6a00d981,29
1704,71941,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5000d981,29
1705,71948,MLOG_2BYTES,2,7,0,0,0,19,offset=64260 value=0xd981fe,27
1706,71958,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xdc00d981,29
1707,71966,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xde00d981,29
1708,71975,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xe200d981,29
1709,71983,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xe400d981,29
1710,71991,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xe800d981,29
1711,72000,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xec00d981,29
1712,72008,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xee00d981,29
1713,72017,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xf200d981,29
1714,72087,MLOG_WRITE_STRING,30,69,0,0,0,19,offset=65275 badlen=55681 hex=00f4000600000000000004fbfe81d901000004fbfe81d90108fbff02fbfe81d9010c00...,158
1715,72100,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5a00d981,29
1716,72109,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5e00d981,29
1717,72118,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xa200d981,29
1718,72127,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xa600d981,29
1719,72136,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5000d981,29
1720,72176,UNKNOWN_MLOG_3,3,40,0,0,0,19,offset=64260 badlen=33278 hex=d90114fbff02fbfe81d901180004fbfe81d9011afbff02fbfe81d9011e0004fbfe81d9,100
1721,72199,MLOG_1BYTE,1,7,0,0,0,19,offset=32 value=0x81fefb04,26
1722,72207,MLOG_1BYTE,1,7,0,0,0,19,offset=64292 value=0xfefb02ff,29
1723,72216,MLOG_1BYTE,1,7,0,0,0,19,offset=40 value=0x81fefb04,26
1724,72224,MLOG_1BYTE,1,7,0,0,0,19,offset=64298 value=0xfefb02ff,29
1725,72233,MLOG_1BYTE,1,7,0,0,0,19,offset=46 value=0x81fefb1e,26
1726,72241,MLOG_1BYTE,1,7,0,0,0,19,offset=48 value=0x6,19
1727,72251,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x3c01d981,29
1728,72259,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x4401d981,29
1729,72268,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x4801d981,29
1730,72276,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x1401d981,29
1731,72285,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x1801d981,29
1732,72294,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x1a01d981,29
1733,72303,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x1e01d981,29
1734,72311,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5a00d981,29
1735,72320,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5e00d981,29
1736,72390,MLOG_UNDO_INSERT,20,69,0,0,0,19,offset=64260 badlen=33278 hex=d900de81d902fbfe81d900e2811404fbfe81d900500404fbfe81d90150fbff02fbfe81...,158
1737,72397,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x6001d981,29
1738,72406,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x6401d981,29
1739,72414,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x6601d981,29
1740,72423,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x6a01d981,29
1741,72493,MLOG_WRITE_STRING,30,69,0,0,0,19,offset=65275 badlen=55681 hex=016c000600000000000004fbfe81d901780004fbfe81d90180fbff02fbfe81d9018400...,158
1742,72503,MLOG_1BYTE,1,7,0,0,0,19,offset=90 value=0x81fefb04,26
1743,72515,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5e00d981,29
1744,72524,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x1a01d981,29
1745,72533,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x1e01d981,29
1746,72542,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5000d981,29
1747,72611,UNKNOWN_MLOG_5,5,69,0,0,0,19,offset=64260 badlen=33278 hex=d9018cfbff02fbfe81d901900004fbfe81d90192fbff02fbfe81d901960004fbfe81d9...,158
1748,72618,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xa601d981,29
1749,72688,MLOG_WRITE_STRING,30,69,0,0,0,19,offset=65275 badlen=55681 hex=01a8000600000000000004fbfe81d901b40004fbfe81d901bcfbff02fbfe81d901c000...,158
1750,72714,MLOG_1BYTE,1,7,0,0,0,19,offset=150 value=0x81fefb04,27
1751,72726,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5e00d981,29
1752,72735,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5601d981,29
1753,72744,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5a01d981,29
1754,72753,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5000d981,29
1755,72822,UNKNOWN_MLOG_6,6,69,0,0,0,19,offset=64260 badlen=33278 hex=d901c8fbff02fbfe81d901cc0004fbfe81d901cefbff02fbfe81d901d20004fbfe81d9...,158
1756,72829,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xe201d981,29
1757,72899,MLOG_WRITE_STRING,30,69,0,0,0,19,offset=65275 badlen=55681 hex=01e4000600000000000004fbfe81d901f00004fbfe81d901f8fbff02fbfe81d901fc00...,158
1758,72909,MLOG_1BYTE,1,7,0,0,0,19,offset=210 value=0x81fefb04,27
1759,72921,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5e00d981,29
1760,72930,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x9201d981,29
1761,72939,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x9601d981,29
1762,72948,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x5000d981,29
1763,73017,UNKNOWN_MLOG_7,7,69,0,0,0,19,offset=64260 badlen=33278 hex=d90204fbff02fbfe81d902080004fbfe81d9020afbff02fbfe81d9020e0004fbfe81d9...,158
1764,73024,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x1e02d981,29
1765,73094,MLOG_WRITE_STRING,30,69,0,0,0,19,offset=65275 badlen=55681 hex=0220000600000000000004fbfe81d9022c0004fbfe81d90234fbff02fbfe81d9023800...,158
1766,73104,MLOG_2BYTES,2,7,0,0,0,19,offset=14 value=0x81fefb04,26
1767,73116,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x5e00d981,29
1768,73124,MLOG_4BYTES,4,7,0,0,0,19,offset=64260 value=0x1d981fe,28
1769,73134,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xd201d981,29
1770,73142,MLOG_4BYTES,4,7,0,0,0,19,offset=64260 value=0xd981fe,27
1771,73150,MLOG_8BYTES,8,7,0,0,0,19,offset=64260 value=0x2d981fe,28
1772,73200,MLOG_COMP_PAGE_CREATE_SDI,64,50,0,0,0,19,offset=65531 badlen=64258 hex=fe81d902440004fbfe81d90246fbff02fbfe81d9024a0004fbfe81d9024c0004fbfe81...,120
1773,73223,MLOG_2BYTES,2,7,0,0,0,19,offset=84 value=0x81fefb04,26
1774,73231,MLOG_2BYTES,2,7,0,0,0,19,offset=64342 value=0xfefb02ff,29
1775,73240,MLOG_2BYTES,2,7,0,0,0,19,offset=90 value=0x81fefb1e,26
1776,73248,MLOG_2BYTES,2,7,0,0,0,19,offset=92 value=0x6,19
1777,73258,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x6802d981,29
1778,73266,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x7002d981,29
1779,73275,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x7402d981,29
1780,73283,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x4002d981,29
1781,73292,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x4402d981,29
1782,73300,MLOG_4BYTES,4,7,0,0,0,19,offset=64260 value=0x2d981fe,28
1783,73369,MLOG_REC_UPDATE_IN_PLACE,70,69,0,0,0,19,offset=65531 badlen=64258 hex=fe81d9024a0004fbfe81d9005a81d902fbfe81d9005e824004fbfe81d9020a81d902fb...,158
1784,73376,MLOG_2BYTES,2,7,0,0,0,19,offset=128 value=0x81fefb04,27
1785,73384,MLOG_2BYTES,2,7,0,0,0,19,offset=64386 value=0xfefb02ff,29
1786,73393,MLOG_2BYTES,2,7,0,0,0,19,offset=134 value=0x81fefb04,27
1787,73401,MLOG_2BYTES,2,7,0,0,0,19,offset=136 value=0x81fefb04,27
1788,73409,MLOG_2BYTES,2,7,0,0,0,19,offset=64396 value=0xfefb02ff,29
1789,73418,MLOG_2BYTES,2,7,0,0,0,19,offset=144 value=0x81fefb04,27
1790,73426,MLOG_2BYTES,2,7,0,0,0,19,offset=64402 value=0xfefb02ff,29
1791,73435,MLOG_2BYTES,2,7,0,0,0,19,offset=150 value=0x81fefb1e,27
1792,73443,MLOG_2BYTES,2,7,0,0,0,19,offset=152 value=0x6,20
1793,73453,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xa402d981,29
1794,73461,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0xac02d981,29
1795,73470,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0xb002d981,29
1796,73478,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x7c02d981,29
1797,73487,MLOG_2BYTES,2,7,0,0,0,19,offset=65275 value=0x8002d981,29
1798,73557,MLOG_COMP_PAGE_CREATE_SDI,64,69,0,0,0,19,offset=64260 badlen=33278 hex=d90282fbff02fbfe81d902860004fbfe81d9005a81d902fbfe81d9005e827c04fbfe81...,158
1799,73628,MLOG_WRITE_STRING,30,69,0,0,0,19,offset=65275 badlen=55681 hex=002c000600000000070b04fbfe81d90028011efbfe81d902b81f420000000000000000...,158
1800,81856,MLOG_4BYTES,4,7,0,0,0,19,offset=65275 value=0x3600d981,29
1801,81904,MLOG_TEST,66,47,0,0,0,19,offset=64286 badlen=33278 hex=d9003a000600000000070b04fbfe81d9005481d902fbfe81d90058809c04fbfe81d900...,114
1802,82202,MLOG_1BYTE,1,7,0,0,0,19,offset=1 value=0x80030003,25
1803,82209,MLOG_8BYTES,8,7,0,0,0,19,offset=128 value=0xa0180880,27
1804,82278,MLOG_PAGE_CREATE_SDI,63,69,0,0,0,19,offset=1536 badlen=2304 data=lFILE_NAME,39
1805,82285,MLOG_1BYTE,1,7,0,0,0,19,offset=1 value=0x20002,22
1806,82292,MLOG_8BYTES,8,7,0,0,0,19,offset=2176 value=0x5c02be29,28
1807,82304,MLOG_1BYTE,1,7,0,0,0,19,offset=1 value=0x20002,22
1808,82311,MLOG_4BYTES,4,7,0,0,0,19,offset=2176 value=0x5c020a0f,28
1809,82322,MLOG_2BYTES,2,7,0,0,0,19,offset=3072 value=0x80c030b,27
1810,82345,MLOG_LIST_START_DELETE_8027,16,17,0,0,0,19,offset=15965 len=12 hex=02905d43fbfe81d701010022,48
1811,82353,MLOG_1BYTE,1,7,0,0,0,19,offset=2176 value=0x7800680,27
1812,82361,MLOG_8BYTES,8,7,0,0,0,19,offset=128 value=0x1800480,26
1813,82369,MLOG_1BYTE,1,7,0,0,0,19,offset=256 value=0x4000100,26
1814,82377,MLOG_4BYTES,4,7,0,0,0,19,offset=1024 value=0x8000400,27
1815,82385,MLOG_1BYTE,1,7,0,0,0,19,offset=65407 value=0xff7fff7f,29
1816,82395,MLOG_1BYTE,1,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1817,82405,MLOG_1BYTE,1,7,0,0,0,19,offset=65407 value=0x180ff7f,28
1818,82415,MLOG_4BYTES,4,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1819,82602,MLOG_1BYTE,1,7,0,0,0,19,offset=1 value=0x80030003,25
1820,82609,MLOG_8BYTES,8,7,0,0,0,19,offset=128 value=0xbd180880,27
1821,82678,MLOG_FILE_RENAME,34,69,0,0,0,19,offset=21587 badlen=21057 data=T_LSN,36
1822,82687,MLOG_1BYTE,1,7,0,0,0,19,offset=1 value=0x20002,22
1823,82694,MLOG_4BYTES,4,7,0,0,0,19,offset=2176 value=0x5d02180f,28
1824,82705,MLOG_2BYTES,2,7,0,0,0,19,offset=3072 value=0x80c040b,27
1825,82728,MLOG_LIST_START_DELETE_8027,16,17,0,0,0,19,offset=15966 len=12 hex=02905e43fbfe81d701010022,48
1826,82736,MLOG_1BYTE,1,7,0,0,0,19,offset=2176 value=0x7800680,27
1827,82744,MLOG_8BYTES,8,7,0,0,0,19,offset=128 value=0x1800480,26
1828,82752,MLOG_1BYTE,1,7,0,0,0,19,offset=256 value=0x4000100,26
1829,82760,MLOG_4BYTES,4,7,0,0,0,19,offset=1024 value=0x8000400,27
1830,82768,MLOG_1BYTE,1,7,0,0,0,19,offset=65407 value=0xff7fff7f,29
1831,82778,MLOG_1BYTE,1,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1832,82788,MLOG_1BYTE,1,7,0,0,0,19,offset=65407 value=0x180ff7f,28
1833,82798,MLOG_4BYTES,4,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1834,82867,UNKNOWN_MLOG_7,7,69,0,0,0,19,offset=33201 badlen=9514 data=lEND_LSN,38
1835,82928,MLOG_LIST_START_DELETE,76,40,0,0,0,19,offset=20051 badlen=24864 data=fter the last block in the fil...,64
1836,82980,MLOG_1BYTE,1,7,0,0,0,19,offset=1 value=0x80030003,25
1837,82987,MLOG_8BYTES,8,7,0,0,0,19,offset=128 value=0x180880,25
1838,83056,MLOG_INIT_FILE_PAGE2,59,69,0,0,0,19,offset=1536 badlen=1792 data=lEND_LSN,37
1839,83064,MLOG_2BYTES,2,7,0,0,0,19,offset=512 value=0x8800800,26
1840,83133,MLOG_COMP_REC_UPDATE_IN_PLACE_8027,41,69,0,0,0,19,offset=658 badlen=50014 hex=fbfe84dd010100020002000480080f26025e94fbee8102000c0b050c0800000000000010...,156
1841,83141,MLOG_4BYTES,4,7,0,0,0,19,offset=384 value=0x1000180,26
1842,83149,MLOG_1BYTE,1,7,0,0,0,19,offset=1024 value=0x4000400,27
1843,83157,MLOG_4BYTES,4,7,0,0,0,19,offset=2048 value=0xff7f0100,28
1844,83171,MLOG_1BYTE,1,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1845,83181,MLOG_1BYTE,1,7,0,0,0,19,offset=65407 value=0x180ff7f,28
1846,83191,MLOG_4BYTES,4,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1847,83198,MLOG_8BYTES,8,7,0,0,0,19,offset=33096 value=0x20d0025,28
1848,83267,MLOG_LSN,28,69,0,0,0,19,offset=3336 badlen=52790 data=lSIZE_IN_BYTES,44
1849,83363,MLOG_DUMMY_RECORD,32,69,0,0,0,19,offset=26223 badlen=29728 data=he file (in bytes).|interval_count=0;|bigint,75
1850,83433,MLOG_LIST_END_COPY_CREATED,71,69,0,0,0,19,offset=1536 badlen=3328 data=lSIZE_IN_BYTES,43
1851,83438,MLOG_1BYTE,1,1,0,0,0,19,,1
1852,83439,MLOG_1BYTE,1,1,0,0,0,19,,1
1853,83479,MLOG_1BYTE,1,7,0,0,0,19,offset=1 value=0x20002,22
1854,83486,MLOG_4BYTES,4,7,0,0,0,19,offset=2176 value=0x5f02340f,28
1855,83497,MLOG_2BYTES,2,7,0,0,0,19,offset=3072 value=0x80c060b,27
1856,83520,MLOG_LIST_START_DELETE_8027,16,17,0,0,0,19,offset=15968 len=12 hex=02906043fbfe81d701010022,48
1857,83528,MLOG_1BYTE,1,7,0,0,0,19,offset=2176 value=0x7800680,27
1858,83536,MLOG_8BYTES,8,7,0,0,0,19,offset=128 value=0x1800480,26
1859,83544,MLOG_1BYTE,1,7,0,0,0,19,offset=256 value=0x4000100,26
1860,83552,MLOG_4BYTES,4,7,0,0,0,19,offset=1024 value=0x8000400,27
1861,83560,MLOG_1BYTE,1,7,0,0,0,19,offset=65407 value=0xff7fff7f,29
1862,83570,MLOG_1BYTE,1,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1863,83580,MLOG_1BYTE,1,7,0,0,0,19,offset=65407 value=0x180ff7f,28
1864,83590,MLOG_4BYTES,4,7,0,0,0,19,offset=256 value=0xff7fff7f,27
1865,83597,MLOG_8BYTES,8,7,0,0,0,19,offset=33247 value=0xd0021,26
1866,83666,UNKNOWN_MLOG_7,7,69,0,0,0,19,offset=9233 badlen=1793 data=lIS_FULL,37
1867,83747,MLOG_ZIP_WRITE_BLOB_PTR,49,69,0,0,0,19,offset=26912 badlen=26214 data= file has no free space inside...|interval_count=0;|tinyint,90
1868,83754,MLOG_1BYTE,1,7,0,0,0,19,offset=1 value=0x80030003,25
1869,83761,MLOG_8BYTES,8,7,0,0,0,19,offset=128 value=0xbd180880,27
1870,83830,MLOG_INIT_FILE_PAGE2,59,69,0,0,0,19,offset=1536 badlen=1792 data=lIS_FULL,37
1871,83838,MLOG_2BYTES,2,7,0,0,0,19,offset=512 value=0x8800800,26
1872,83907,MLOG_MULTI_REC_END,31,69,0,0,0,19,offset=732 badlen=50016 hex=fbfe84dd010100020002000480080f42026094fbee8102000c0b070c0800000000000010...,156
1873,83915,MLOG_4BYTES,4,7,0,0,0,20,offset=384 value=0x1000180,26
1874,83923,MLOG_1BYTE,1,7,0,0,0,20,offset=1024 value=0x4000400,27
1875,83931,MLOG_4BYTES,4,7,0,0,0,20,offset=2048 value=0xff7f0100,28
1876,83945,MLOG_1BYTE,1,7,0,0,0,20,offset=256 value=0xff7fff7f,27
1877,83949,MLOG_1BYTE,1,1,0,0,0,20,,1
1878,84216,MLOG_1BYTE,1,7,0,0,0,20,offset=1 value=0x80030003,25
1879,84223,MLOG_8BYTES,8,7,0,0,0,20,offset=128 value=0x180880,25
1880,84292,MLOG_ZIP_PAGE_REORGANIZE,73,69,0,0,0,20,offset=1536 badlen=3584 data=lCONSUMER_LEVEL,44
1881,84304,MLOG_1BYTE,1,7,0,0,0,20,offset=1 value=0x20002,22
1882,84311,MLOG_8BYTES,8,7,0,0,0,20,offset=2176 value=0x6102c61f,28
1883,84323,MLOG_1BYTE,1,7,0,0,0,20,offset=1 value=0x20002,22
1884,84330,MLOG_4BYTES,4,7,0,0,0,20,offset=2176 value=0x6102500f,28
1885,84341,MLOG_2BYTES,2,7,0,0,0,20,offset=14336 value=0x5008802,28
1886,84408,MLOG_TABLE_DYNAMIC_META,62,67,0,0,36,20,table_id=36 version=0 metadata_len=64,37
1887,84415,MLOG_2BYTES,2,7,0,0,0,20,offset=512 value=0x8800800,26
1888,84464,MLOG_UNDO_HDR_CREATE,25,49,0,0,0,20,offset=50668 badlen=65275 hex=5701010002000200088008165cc5fbfe5801010002000280018008143bc5fbfe5a0101...,118
